"pair_id","year","make","model","trim_hyb","trim_ice","trim_key","trim_key_hyb","body_type_hyb","drive_type_hyb","drive_type_ice","truck_bed","package_hyb","package_ice","msrp_hyb","msrp_ice","hp_hyb","hp_ice","mpg_combined_hyb","mpg_combined_ice","curb_weight_hyb","curb_weight_ice"
561,2019,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",46060,44390,306,295,28,22,4861,4508
562,2019,"Toyota","Highlander","Limited Platinum","Limited Platinum","limited platinum","limited platinum","SUV","all wheel drive","all wheel drive",,"","",49180,47510,306,295,28,22,4861,4508
563,2019,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",42580,41180,306,295,28,22,4464,4464
564,2019,"Toyota","Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",37520,35340,306,295,29,22,4398,4398
565,2020,"Toyota","Highlander","LE","LE","le","le","SUV","front wheel drive","front wheel drive",,"","",38200,36800,243,295,36,24,4330,4145
566,2020,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","front wheel drive","front wheel drive",,"","",48250,46850,243,295,36,24,4430,4260
567,2020,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","front wheel drive","front wheel drive",,"","",41000,39600,243,295,36,24,4365,4195
568,2020,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","front wheel drive","front wheel drive",,"","",45050,43650,243,295,36,24,4430,4260
569,2020,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",47000,45600,243,295,35,23,4595,4450
570,2020,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",42600,41200,243,295,35,23,4515,4370
571,2020,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","all wheel drive","all wheel drive",,"","",50200,48800,243,295,35,23,4595,4450
572,2020,"Toyota","Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",39800,38400,243,295,35,23,4465,4330
573,2021,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",47440,45990,243,295,35,23,4595,4450
574,2021,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","front wheel drive","front wheel drive",,"","",45490,44040,243,295,36,24,4430,4260
575,2021,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","front wheel drive","front wheel drive",,"","",41535,40085,243,295,36,24,4365,4195
576,2021,"Toyota","Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",40335,38885,243,295,35,23,4465,4330
577,2021,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","all wheel drive","all wheel drive",,"","",50640,49190,243,295,35,23,4595,4450
578,2021,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",43135,41685,243,295,35,23,4515,4370
579,2021,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","front wheel drive","front wheel drive",,"","",48690,47240,243,295,36,24,4430,4260
580,2021,"Toyota","Highlander","LE","LE","le","le","SUV","front wheel drive","front wheel drive",,"","",38735,37285,243,295,36,24,4330,4145
581,2022,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",48460,46960,243,295,35,23,4595,4450
582,2022,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",44155,42655,243,295,35,23,4515,4370
583,2022,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","front wheel drive","front wheel drive",,"","",49510,48010,243,295,36,24,4430,4260
584,2022,"Toyota","Highlander","LE","LE","le","le","SUV","front wheel drive","front wheel drive",,"","",39555,38055,243,295,36,24,4330,4145
585,2022,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","front wheel drive","front wheel drive",,"","",46510,45010,243,295,36,24,4430,4260
586,2022,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","front wheel drive","front wheel drive",,"","",42555,41055,243,295,36,24,4365,4195
587,2022,"Toyota","Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",41155,39655,243,295,35,23,4465,4330
588,2022,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","all wheel drive","all wheel drive",,"","",51460,49960,243,295,35,23,4595,4450
589,2023,"Toyota","Highlander","LE","LE","le","le","SUV","front wheel drive","front wheel drive",,"","",40620,39020,243,265,36,25,4330,4155
590,2023,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","front wheel drive","front wheel drive",,"","",43620,42020,243,265,36,25,4365,4199
591,2023,"Toyota","Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",42220,40620,243,265,35,24,4465,4332
592,2023,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","all wheel drive","all wheel drive",,"","",53025,51425,243,265,35,24,4595,4453
593,2023,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",45220,43620,243,265,35,24,4515,4376
594,2023,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","front wheel drive","front wheel drive",,"","",51075,49475,243,265,36,25,4430,4265
595,2023,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","front wheel drive","front wheel drive",,"","",47875,46275,243,265,36,25,4430,4265
596,2023,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",49825,48225,243,265,35,24,4595,4453
597,2024,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","front wheel drive","front wheel drive",,"","",44120,42420,243,265,36,25,4365,4199
598,2024,"Toyota","Highlander","LE","LE","le","le","SUV","front wheel drive","front wheel drive",,"","",40970,39270,243,265,36,25,4330,4155
599,2024,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","front wheel drive","front wheel drive",,"","",48225,46525,243,265,36,25,4430,4265
600,2024,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","front wheel drive","front wheel drive",,"","",51425,49725,243,265,36,25,4430,4265
601,2024,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",50175,48475,243,265,35,24,4595,4453
602,2024,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","all wheel drive","all wheel drive",,"","",53375,51675,243,265,35,24,4595,4453
603,2024,"Toyota","Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",42570,40870,243,265,35,24,4465,4332
604,2024,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",45720,44020,243,265,35,24,4515,4376
605,2025,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",46820,45070,243,265,35,24,4515,4376
606,2025,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","all wheel drive","all wheel drive",,"","",54475,52725,243,265,35,24,4595,4453
607,2025,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",51275,49525,243,265,35,24,4595,4453
608,2026,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",47620,45870,243,265,35,24,4515,4376
609,2026,"Toyota","Highlander","Platinum","Platinum","platinum","platinum","SUV","all wheel drive","all wheel drive",,"","",55275,53525,243,265,35,24,4595,4453
610,2026,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",52075,50325,243,265,35,24,4595,4453
611,2016,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",33610,32910,194,176,33,25,3950,3630
612,2016,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",28370,27670,194,176,33,25,3925,3605
613,2017,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",34030,32305,194,176,32,24,3950,3630
614,2017,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",29030,26900,194,176,32,25,3925,3605
615,2017,"Toyota","RAV4","SE","SE","se","se","SUV","all wheel drive","all wheel drive",,"","",32185,30190,194,176,32,25,3950,3630
616,2018,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",29280,27150,194,176,32,25,3925,3605
617,2018,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",34280,32555,194,176,32,24,3950,3630
618,2018,"Toyota","RAV4","SE","SE","se","se","SUV","all wheel drive","all wheel drive",,"","",32435,30440,194,176,32,24,3950,3630
619,2018,"Toyota","RAV4","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",27385,26060,194,176,32,25,3925,3570
620,2019,"Toyota","RAV4","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",27850,27050,219,203,39,30,3710,3490
621,2019,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",29650,28850,219,203,39,28,3755,3490
622,2019,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",35850,35050,219,203,39,28,3800,3620
623,2020,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",36880,35880,219,203,40,28,3800,3620
624,2020,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",29645,28645,219,203,40,29,3755,3490
625,2020,"Toyota","RAV4","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",28350,27350,219,203,40,30,3710,3490
626,2021,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",30195,29045,219,203,40,29,3775,3490
627,2021,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",37430,36280,219,203,40,28,3780,3620
628,2021,"Toyota","RAV4","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",28900,27750,219,203,40,30,3690,3490
629,2021,"Toyota","RAV4","XLE Premium","XLE Premium","xle premium","xle premium","SUV","all wheel drive","all wheel drive",,"","",32900,31750,219,203,40,29,3755,3490
630,2022,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",31045,29845,219,203,40,29,3775,3560
631,2022,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",38075,36875,219,203,40,28,3805,3690
632,2022,"Toyota","RAV4","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",29575,28375,219,203,40,30,3710,3510
633,2022,"Toyota","RAV4","XLE Premium","XLE Premium","xle premium","xle premium","SUV","all wheel drive","all wheel drive",,"","",33935,32735,219,203,40,29,3755,3560
634,2023,"Toyota","RAV4","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",31225,29675,219,203,40,30,3710,3510
635,2023,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",39530,37980,219,203,40,28,3805,3690
636,2023,"Toyota","RAV4","XLE Premium","XLE Premium","xle premium","xle premium","SUV","all wheel drive","all wheel drive",,"","",35625,34075,219,203,40,29,3755,3560
637,2023,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",32735,31185,219,203,40,29,3775,3560
638,2024,"Toyota","RAV4","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",31725,30075,219,203,39,30,3710,3490
639,2024,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",33235,31585,219,203,39,29,3775,3515
640,2024,"Toyota","RAV4","XLE Premium","XLE Premium","xle premium","xle premium","SUV","all wheel drive","all wheel drive",,"","",36125,34475,219,203,39,29,3755,3515
641,2024,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",40030,38380,219,203,39,28,3805,3640
642,2025,"Toyota","RAV4","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",32850,31200,219,203,39,30,3690,3490
643,2025,"Toyota","RAV4","XLE Premium","XLE Premium","xle premium","xle premium","SUV","all wheel drive","all wheel drive",,"","",37250,35600,219,203,39,29,3755,3515
644,2025,"Toyota","RAV4","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",41155,39505,219,203,39,28,3800,3640
645,2025,"Toyota","RAV4","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",34360,32710,219,203,39,29,3775,3515
646,2024,"Toyota","Tacoma","TRD Sport","TRD Sport","trd sport","trd sport","Truck (Double Cab)","four wheel drive","four wheel drive",5,"","",46300,42600,326,278,,20,5045,4485
647,2024,"Toyota","Tacoma","TRD Off-Road","TRD Off-Road","trd off road","trd off road","Truck (Double Cab)","four wheel drive","four wheel drive",5,"","",46600,42900,326,278,,21,5030,4485
648,2024,"Toyota","Tacoma","Limited","Limited","limited","limited","Truck (Double Cab)","four wheel drive","four wheel drive",5,"","",55800,52100,326,278,,21,5170,4485
649,2025,"Toyota","Tacoma","Limited","Limited","limited","limited","Truck (Double Cab)","four wheel drive","four wheel drive",5,"","",56280,52955,326,278,23,21,5170,4715
650,2025,"Toyota","Tacoma","TRD Sport","TRD Sport","trd sport","trd sport","Truck (Double Cab)","four wheel drive","four wheel drive",5,"","",46720,43000,326,278,23,21,5045,4575
651,2025,"Toyota","Tacoma","TRD Off-Road","TRD Off-Road","trd off road","trd off road","Truck (Double Cab)","four wheel drive","four wheel drive",5,"","",47020,43300,326,278,23,21,5030,4630
652,2026,"Toyota","Tacoma","TRD Off-Road","TRD Off-Road","trd off road","trd off road","Truck (Double Cab)","four wheel drive","four wheel drive",5,"","",47335,43615,326,278,23,21,5030,4630
653,2026,"Toyota","Tacoma","TRD Sport","TRD Sport","trd sport","trd sport","Truck (Double Cab)","four wheel drive","four wheel drive",5,"","",47035,43315,326,278,23,21,5045,4575
654,2026,"Toyota","Tacoma","Limited","Limited","limited","limited","Truck (Double Cab)","four wheel drive","four wheel drive",5,"","",56595,53270,326,278,23,21,5170,4715
655,2022,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",65120,61720,437,389,20,19,6185,5800
656,2022,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",64420,61020,437,389,20,19,6185,5800
657,2022,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",56330,52930,437,389,20,19,6095,5720
658,2022,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",64790,61390,437,389,20,19,6095,5620
659,2022,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",62120,58720,437,389,22,20,5865,5535
660,2022,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",64090,60690,437,389,20,19,6095,5620
661,2022,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",61420,58020,437,389,22,20,5865,5535
662,2022,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",53330,49930,437,389,22,20,5785,5465
663,2022,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",56000,52600,437,389,20,19,6010,5490
664,2022,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",61790,58390,437,389,22,20,5800,5325
665,2022,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",61090,57690,437,389,22,20,5800,5325
666,2022,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",53000,49600,437,389,22,20,5710,5245
667,2023,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",56415,52615,437,389,22,20,5710,5245
668,2023,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",64505,60775,437,389,22,20,5800,5325
669,2023,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",65205,61460,437,389,22,20,5800,5325
670,2023,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",56745,52945,437,389,22,20,5785,5465
671,2023,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",64835,61105,437,389,22,20,5865,5535
672,2023,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",65535,61790,437,389,22,20,5865,5535
673,2023,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",59415,55615,437,389,20,19,6010,5490
674,2023,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",67505,63775,437,389,20,19,6095,5620
675,2023,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",68205,64460,437,389,20,19,6095,5620
676,2023,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",59745,55945,437,389,20,19,6095,5720
677,2023,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",67835,64105,437,389,20,19,6185,5800
678,2023,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",68535,64790,437,389,20,19,6185,5800
679,2024,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",66735,62790,437,389,22,20,5865,5535
680,2024,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",66035,62105,437,389,22,20,5865,5535
681,2024,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",65705,61775,437,389,22,20,5800,5325
682,2024,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",57625,53905,437,389,22,20,5710,5245
683,2024,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",57955,54235,437,389,22,20,5785,5465
684,2024,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",66405,62460,437,389,22,20,5800,5325
685,2024,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",68705,64775,437,389,20,19,6095,5620
686,2024,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",60625,56905,437,389,20,19,6010,5490
687,2024,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",69735,65790,437,389,20,19,6185,5800
688,2024,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",69035,65105,437,389,20,19,6185,5800
689,2024,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",69405,65460,437,389,20,19,6095,5620
690,2024,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",60955,57235,437,389,20,19,6095,5720
691,2025,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",58005,54305,437,389,22,20,5710,5245
692,2025,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",67585,63675,437,389,22,20,5800,5325
693,2025,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",68285,64360,437,389,22,20,5800,5325
694,2025,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",58335,54635,437,389,22,20,5785,5465
695,2025,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",61005,57305,437,389,20,19,6010,5490
696,2025,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",70585,66675,437,389,20,19,6095,5620
697,2025,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",71285,67360,437,389,20,19,6095,5620
698,2025,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",61335,57635,437,389,20,19,6095,5720
699,2025,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",70915,67005,437,389,20,19,6185,5800
700,2025,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",71615,67690,437,389,20,19,6185,5800
701,2026,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",6.5,"6.5' Bed","6.5' Bed",58890,55190,437,389,22,20,5810,5480
702,2026,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","rear wheel drive","rear wheel drive",5.5,"5.5' Bed","5.5' Bed",58560,54860,437,389,22,20,5745,5355
703,2026,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",61890,58190,437,389,20,19,6120,5730
704,2026,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",70605,66695,437,389,20,19,6120,5730
705,2026,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",71305,67380,437,389,20,19,6120,5730
706,2026,"Toyota","Tundra","Limited","Limited","limited","limited","Truck (CrewMax)","four wheel drive","four wheel drive",5.5,"5.5' Bed","5.5' Bed",61560,57860,437,389,20,19,6010,5590
707,2026,"Toyota","Tundra","Platinum","Platinum","platinum","platinum","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",70935,67025,437,389,20,19,6205,5830
708,2026,"Toyota","Tundra","1794 Edition","1794 Edition","1794 edition","1794 edition","Truck (CrewMax)","four wheel drive","four wheel drive",6.5,"6.5' Bed","6.5' Bed",71635,67710,437,389,20,19,6205,5830
709,2013,"Volkswagen","Jetta","SEL","SEL","sel","sel","Sedan","front wheel drive","front wheel drive",,"","Navigation",29325,25250,170,170,45,26,3312,3082
710,2014,"Volkswagen","Jetta","SEL","SEL","sel","sel","Sedan","front wheel drive","front wheel drive",,"","",30245,25925,170,170,45,26,3312,3070
711,2012,"Volkswagen","Touareg","Hybrid","VR6 Executive","vr6 executive","basic","SUV","all wheel drive","all wheel drive",,"","",61995,55095,380,280,21,19,5135,4711
712,2013,"Volkswagen","Touareg","Hybrid","VR6 Executive","vr6 executive","basic","SUV","all wheel drive","all wheel drive",,"","",62575,55675,380,280,21,19,5135,4711
713,2014,"Volkswagen","Touareg","Hybrid","V6 Executive","v6 executive","basic","SUV","all wheel drive","all wheel drive",,"","",64745,57935,380,280,21,19,5135,4711
714,2015,"Volkswagen","Touareg","V6 Hybrid","V6 Executive","v6 executive","v6","SUV","all wheel drive","all wheel drive",,"","",66995,58700,380,280,21,19,5135,4711
